Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
 3600.0000, 3.8170774282, 1.55186, 1.32664
 3608.0000, 3.6943975215, 1.53010, 1.30523
 3616.0000, 3.5670732648, 1.50783, 1.28353
 3624.0000, 3.4349495303, 1.48507, 1.26154
 3632.0000, 3.2978614438, 1.46182, 1.23927
 3640.0000, 3.1556335185, 1.43808, 1.21671
 3648.0000, 3.0080786914, 1.41385, 1.19388
 3656.0000, 2.8549972491, 1.38915, 1.17078
 3664.0000, 2.6961756284, 1.36398, 1.14742
 3672.0000, 2.5313850707, 1.33835, 1.12379
 3680.0000, 2.3603801129, 1.31226, 1.09991
 3688.0000, 2.1828968852, 1.28572, 1.07577
 3696.0000, 1.9986511897, 1.25873, 1.05139
 3704.0000, 1.8073363219, 1.23131, 1.02677
 3712.0000, 1.6086205945, 1.20346, 1.00191
 3720.0000, 1.4021445127, 1.17519, 0.97682
 3728.0000, 1.1875175391, 1.14650, 0.95151
 3736.0000, 0.9643143774, 1.11742, 0.92598
 3744.0000, 0.7320706834, 1.08794, 0.90023
 3752.0000, 0.4902780948, 1.05807, 0.87427
 3760.0000, 0.2383784470, 1.02782, 0.84812
 3768.0000, -0.0242429922, 0.99721, 0.82176
 3776.0000, -0.2982654754, 0.96624, 0.79522
 3784.0000, -0.5844421750, 0.93493, 0.76848
 3792.0000, -0.8836113563, 0.90327, 0.74157
 3800.0000, -1.1967097436, 0.87129, 0.71449
 3808.0000, -1.5247886156, 0.83900, 0.68724
 3816.0000, -1.8690333277, 0.80640, 0.65983
 3824.0000, -2.2307871761, 0.77350, 0.63227
 3832.0000, -2.6115808177, 0.74032, 0.60455
 3840.0000, -3.0131688721, 0.70687, 0.57670
 3848.0000, -3.4375759197, 0.67316, 0.54871
 3856.0000, -3.8871549481, 0.63921, 0.52059
 3864.0000, -4.3646625205, 0.60502, 0.49235
 3872.0000, -4.8733567594, 0.57060, 0.46399
 3880.0000, -5.4171269947, 0.53597, 0.43552
 3888.0000, -6.0006682094, 0.50115, 0.40695
 3896.0000, -6.6297202462, 0.46614, 0.37829
 3904.0000, -7.3114029551, 0.43095, 0.34953
 3912.0000, -8.0546975175, 0.39561, 0.32070
 3920.0000, -8.8711578273, 0.36012, 0.29178
 3928.0000, -9.7759979633, 0.32449, 0.26280
 3936.0000, -10.7898228670, 0.28874, 0.23376
 3944.0000, -11.9415207587, 0.25289, 0.20466
 3952.0000, -13.2734003246, 0.21694, 0.17551
 3960.0000, -14.8510541197, 0.18090, 0.14632
 3968.0000, -16.7843685915, 0.14480, 0.11710
 3976.0000, -19.2793430659, 0.10865, 0.08785
 3984.0000, -22.7984536701, 0.07246, 0.05858
 3992.0000, -28.8174247943, 0.03624, 0.02929
 4000.0000, -302.1323426077, 0.00000, 0.00000

Magnitude at band edges

    0.0486 1.00000E+00
    0.1600 1.00000E+00
    0.0486 1.00000E+00
    0.1600 1.00000E+00
    0.3200 1.30017E+00
    0.4086 1.99993E+00
    0.3200 1.30017E+00
    0.4086 1.99993E+00
Baud rate 3200, high carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, 0.0418033186, 1.00482, 0.94622
    8.0000, 0.0419101634, 1.00484, 0.94625
   16.0000, 0.0422305425, 1.00487, 0.94633
   24.0000, 0.0427639901, 1.00494, 0.94647
   32.0000, 0.0435097314, 1.00502, 0.94666
   40.0000, 0.0444666841, 1.00513, 0.94690
   48.0000, 0.0456334616, 1.00527, 0.94720
   56.0000, 0.0470083760, 1.00543, 0.94755
   64.0000, 0.0485894422, 1.00561, 0.94795
   72.0000, 0.0503743835, 1.00582, 0.94841
   80.0000, 0.0523606364, 1.00605, 0.94892
   88.0000, 0.0545453572, 1.00630, 0.94948
   96.0000, 0.0569254293, 1.00658, 0.95010
  104.0000, 0.0594974703, 1.00687, 0.95077
  112.0000, 0.0622578407, 1.00719, 0.95149
  120.0000, 0.0652026524, 1.00753, 0.95226
  128.0000, 0.0683277786, 1.00790, 0.95308
  136.0000, 0.0716288633, 1.00828, 0.95395
  144.0000, 0.0751013321, 1.00868, 0.95487
  152.0000, 0.0787404033, 1.00911, 0.95585
  160.0000, 0.0825410990, 1.00955, 0.95687
  168.0000, 0.0864982572, 1.01001, 0.95794
  176.0000, 0.0906065441, 1.01049, 0.95905
  184.0000, 0.0948604666, 1.01098, 0.96022
  192.0000, 0.0992543853, 1.01149, 0.96143
  200.0000, 0.1037825277, 1.01202, 0.96269
  208.0000, 0.1084390014, 1.01256, 0.96399
  216.0000, 0.1132178082, 1.01312, 0.96533
  224.0000, 0.1181128575, 1.01369, 0.96672
  232.0000, 0.1231179806, 1.01428, 0.96816
  240.0000, 0.1282269442, 1.01487, 0.96963
  248.0000, 0.1334334652, 1.01548, 0.97115
  256.0000, 0.1387312241, 1.01610, 0.97271
  264.0000, 0.1441138798, 1.01673, 0.97431
  272.0000, 0.1495750829, 1.01737, 0.97594
  280.0000, 0.1551084901, 1.01802, 0.97762
  288.0000, 0.1607077781, 1.01867, 0.97933
  296.0000, 0.1663666568, 1.01934, 0.98108
  304.0000, 0.1720788833, 1.02001, 0.98286
  312.0000, 0.1778382748, 1.02069, 0.98468
  320.0000, 0.1836387217, 1.02137, 0.98653
  328.0000, 0.1894742006, 1.02205, 0.98841
  336.0000, 0.1953387861, 1.02274, 0.99033
  344.0000, 0.2012266637, 1.02344, 0.99227
  352.0000, 0.2071321406, 1.02413, 0.99425
  360.0000, 0.2130496578, 1.02483, 0.99625
  368.0000, 0.2189738008, 1.02553, 0.99828
  376.0000, 0.2248993098, 1.02623, 1.00033
  384.0000, 0.2308210902, 1.02693, 1.00241
  392.0000, 0.2367342219, 1.02763, 1.00452
  400.0000, 0.2426339682, 1.02833, 1.00664
  408.0000, 0.2485157850, 1.02902, 1.00879
  416.0000, 0.2543753281, 1.02972, 1.01096
  424.0000, 0.2602084612, 1.03041, 1.01315
  432.0000, 0.2660112629, 1.03110, 1.01535
  440.0000, 0.2717800327, 1.03178, 1.01758
  448.0000, 0.2775112971, 1.03247, 1.01982
  456.0000, 0.2832018151, 1.03314, 1.02207
  464.0000, 0.2888485822, 1.03381, 1.02433
  472.0000, 0.2944488352, 1.03448, 1.02661
  480.0000, 0.3000000552, 1.03514, 1.02890
  488.0000, 0.3054999706, 1.03580, 1.03120
  496.0000, 0.3109465595, 1.03645, 1.03350
  504.0000, 0.3163380512, 1.03709, 1.03582
  512.0000, 0.3216729273, 1.03773, 1.03814
  520.0000, 0.3269499221, 1.03836, 1.04046
  528.0000, 0.3321680226, 1.03898, 1.04279
  536.0000, 0.3373264675, 1.03960, 1.04512
  544.0000, 0.3424247463, 1.04021, 1.04745
  552.0000, 0.3474625967, 1.04081, 1.04978
  560.0000, 0.3524400026, 1.04141, 1.05210
  568.0000, 0.3573571907, 1.04200, 1.05443
  576.0000, 0.3622146272, 1.04258, 1.05675
  584.0000, 0.3670130132, 1.04316, 1.05907
  592.0000, 0.3717532800, 1.04373, 1.06138
  600.0000, 0.3764365839, 1.04429, 1.06368
  608.0000, 0.3810643004, 1.04485, 1.06597
  616.0000, 0.3856380178, 1.04540, 1.06825
  624.0000, 0.3901595303, 1.04594, 1.07053
  632.0000, 0.3946308309, 1.04648, 1.07279
  640.0000, 0.3990541035, 1.04701, 1.07503
  648.0000, 0.4034317148, 1.04754, 1.07726
  656.0000, 0.4077662055, 1.04807, 1.07947
  664.0000, 0.4120602816, 1.04858, 1.08167
  672.0000, 0.4163168048, 1.04910, 1.08385
  680.0000, 0.4205387828, 1.04961, 1.08601
  688.0000, 0.4247293591, 1.05011, 1.08815
  696.0000, 0.4288918029, 1.05062, 1.09027
  704.0000, 0.4330294981, 1.05112, 1.09236
  712.0000, 0.4371459328, 1.05162, 1.09443
  720.0000, 0.4412446874, 1.05211, 1.09648
  728.0000, 0.4453294242, 1.05261, 1.09849
  736.0000, 0.4494038749, 1.05310, 1.10049
  744.0000, 0.4534718296, 1.05359, 1.10245
  752.0000, 0.4575371245, 1.05409, 1.10439
  760.0000, 0.4616036303, 1.05458, 1.10629
  768.0000, 0.4656752401, 1.05508, 1.10817
  776.0000, 0.4697558571, 1.05557, 1.11001
  784.0000, 0.4738493832, 1.05607, 1.11182
  792.0000, 0.4779597064, 1.05657, 1.11360
  800.0000, 0.4820906891, 1.05707, 1.11534
  808.0000, 0.4862461563, 1.05758, 1.11704
  816.0000, 0.4904298837, 1.05809, 1.11872
  824.0000, 0.4946455864, 1.05860, 1.12035
  832.0000, 0.4988969070, 1.05912, 1.12194
  840.0000, 0.5031874050, 1.05964, 1.12350
  848.0000, 0.5075205452, 1.06017, 1.12502
  856.0000, 0.5118996877, 1.06071, 1.12650
  864.0000, 0.5163280767, 1.06125, 1.12793
  872.0000, 0.5208088314, 1.06179, 1.12933
  880.0000, 0.5253449353, 1.06235, 1.13068
  888.0000, 0.5299392274, 1.06291, 1.13199
  896.0000, 0.5345943935, 1.06348, 1.13326
  904.0000, 0.5393129569, 1.06406, 1.13448
  912.0000, 0.5440972711, 1.06465, 1.13566
  920.0000, 0.5489495120, 1.06524, 1.13680
  928.0000, 0.5538716705, 1.06584, 1.13789
  936.0000, 0.5588655465, 1.06646, 1.13893
  944.0000, 0.5639327425, 1.06708, 1.13993
  952.0000, 0.5690746580, 1.06771, 1.14088
  960.0000, 0.5742924850, 1.06835, 1.14179
  968.0000, 0.5795872036, 1.06900, 1.14264
  976.0000, 0.5849595778, 1.06967, 1.14345
  984.0000, 0.5904101530, 1.07034, 1.14422
  992.0000, 0.5959392529, 1.07102, 1.14493
 1000.0000, 0.6015469783, 1.07171, 1.14560
 1008.0000, 0.6072332050, 1.07241, 1.14622
 1016.0000, 0.6129975838, 1.07312, 1.14679
 1024.0000, 0.6188395402, 1.07385, 1.14731
 1032.0000, 0.6247582749, 1.07458, 1.14778
 1040.0000, 0.6307527653, 1.07532, 1.14820
 1048.0000, 0.6368217671, 1.07607, 1.14858
 1056.0000, 0.6429638169, 1.07683, 1.14890
 1064.0000, 0.6491772352, 1.07760, 1.14918
 1072.0000, 0.6554601302, 1.07838, 1.14941
 1080.0000, 0.6618104016, 1.07917, 1.14959
 1088.0000, 0.6682257461, 1.07997, 1.14972
 1096.0000, 0.6747036620, 1.08077, 1.14981
 1104.0000, 0.6812414557, 1.08159, 1.14984
 1112.0000, 0.6878362480, 1.08241, 1.14983
 1120.0000, 0.6944849807, 1.08324, 1.14977
 1128.0000, 0.7011844243, 1.08407, 1.14966
 1136.0000, 0.7079311859, 1.08492, 1.14951
 1144.0000, 0.7147217173, 1.08577, 1.14931
 1152.0000, 0.7215523239, 1.08662, 1.14907
 1160.0000, 0.7284191735, 1.08748, 1.14877
 1168.0000, 0.7353183061, 1.08834, 1.14844
 1176.0000, 0.7422456435, 1.08921, 1.14806
 1184.0000, 0.7491969995, 1.09008, 1.14763
 1192.0000, 0.7561680901, 1.09096, 1.14716
 1200.0000, 0.7631545441, 1.09184, 1.14665
 1208.0000, 0.7701519142, 1.09272, 1.14609
 1216.0000, 0.7771556878, 1.09360, 1.14549
 1224.0000, 0.7841612982, 1.09448, 1.14486
 1232.0000, 0.7911641359, 1.09536, 1.14418
 1240.0000, 0.7981595600, 1.09625, 1.14346
 1248.0000, 0.8051429099, 1.09713, 1.14270
 1256.0000, 0.8121095162, 1.09801, 1.14190
 1264.0000, 0.8190547130, 1.09889, 1.14107
 1272.0000, 0.8259738488, 1.09976, 1.14020
 1280.0000, 0.8328622981, 1.10063, 1.13929
 1288.0000, 0.8397154729, 1.10150, 1.13835
 1296.0000, 0.8465288337, 1.10237, 1.13738
 1304.0000, 0.8532979009, 1.10323, 1.13637
 1312.0000, 0.8600182654, 1.10408, 1.13533
 1320.0000, 0.8666855997, 1.10493, 1.13425
 1328.0000, 0.8732956683, 1.10577, 1.13315
 1336.0000, 0.8798443378, 1.10660, 1.13202
 1344.0000, 0.8863275873, 1.10743, 1.13086
 1352.0000, 0.8927415180, 1.10825, 1.12967
 1360.0000, 0.8990823623, 1.10906, 1.12846
 1368.0000, 0.9053464935, 1.10986, 1.12722
 1376.0000, 0.9115304339, 1.11065, 1.12596
 1384.0000, 0.9176308639, 1.11143, 1.12467
 1392.0000, 0.9236446292, 1.11220, 1.12337
 1400.0000, 0.9295687489, 1.11296, 1.12204
 1408.0000, 0.9354004224, 1.11370, 1.12070
 1416.0000, 0.9411370361, 1.11444, 1.11933
 1424.0000, 0.9467761698, 1.11516, 1.11795
 1432.0000, 0.9523156022, 1.11588, 1.11656
 1440.0000, 0.9577533165, 1.11657, 1.11515
 1448.0000, 0.9630875046, 1.11726, 1.11372
 1456.0000, 0.9683165723, 1.11793, 1.11229
 1464.0000, 0.9734391419, 1.11859, 1.11084
 1472.0000, 0.9784540565, 1.11924, 1.10939
 1480.0000, 0.9833603819, 1.11987, 1.10793
 1488.0000, 0.9881574094, 1.12049, 1.10646
 1496.0000, 0.9928446567, 1.12109, 1.10499
 1504.0000, 0.9974218697, 1.12169, 1.10351
 1512.0000, 1.0018890224, 1.12226, 1.10203
 1520.0000, 1.0062463174, 1.12283, 1.10055
 1528.0000, 1.0104941849, 1.12337, 1.09908
 1536.0000, 1.0146332817, 1.12391, 1.09760
 1544.0000, 1.0186644896, 1.12443, 1.09612
 1552.0000, 1.0225889131, 1.12494, 1.09465
 1560.0000, 1.0264078766, 1.12543, 1.09319
 1568.0000, 1.0301229210, 1.12592, 1.09174
 1576.0000, 1.0337358003, 1.12638, 1.09029
 1584.0000, 1.0372484766, 1.12684, 1.08885
 1592.0000, 1.0406631156, 1.12728, 1.08743
 1600.0000, 1.0439820814, 1.12771, 1.08602
 1608.0000, 1.0472079300, 1.12813, 1.08462
 1616.0000, 1.0503434036, 1.12854, 1.08324
 1624.0000, 1.0533914236, 1.12894, 1.08187
 1632.0000, 1.0563550830, 1.12932, 1.08053
 1640.0000, 1.0592376390, 1.12970, 1.07920
 1648.0000, 1.0620425050, 1.13006, 1.07790
 1656.0000, 1.0647732416, 1.13042, 1.07662
 1664.0000, 1.0674335484, 1.13076, 1.07536
 1672.0000, 1.0700272539, 1.13110, 1.07413
 1680.0000, 1.0725583065, 1.13143, 1.07292
 1688.0000, 1.0750307645, 1.13175, 1.07174
 1696.0000, 1.0774487854, 1.13207, 1.07060
 1704.0000, 1.0798166162, 1.13238, 1.06948
 1712.0000, 1.0821385820, 1.13268, 1.06840
 1720.0000, 1.0844190754, 1.13298, 1.06735
 1728.0000, 1.0866625451, 1.13327, 1.06633
 1736.0000, 1.0888734848, 1.13356, 1.06535
 1744.0000, 1.0910564220, 1.13384, 1.06441
 1752.0000, 1.0932159059, 1.13412, 1.06350
 1760.0000, 1.0953564960, 1.13440, 1.06264
 1768.0000, 1.0974827509, 1.13468, 1.06182
 1776.0000, 1.0995992160, 1.13496, 1.06104
 1784.0000, 1.1017104121, 1.13523, 1.06030
 1792.0000, 1.1038208241, 1.13551, 1.05960
 1800.0000, 1.1059348891, 1.13579, 1.05896
 1808.0000, 1.1080569853, 1.13606, 1.05835
 1816.0000, 1.1101914205, 1.13634, 1.05780
 1824.0000, 1.1123424214, 1.13662, 1.05729
 1832.0000, 1.1145141226, 1.13691, 1.05684
 1840.0000, 1.1167105561, 1.13720, 1.05643
 1848.0000, 1.1189356408, 1.13749, 1.05608
 1856.0000, 1.1211931731, 1.13778, 1.05578
 1864.0000, 1.1234868165, 1.13808, 1.05553
 1872.0000, 1.1258200930, 1.13839, 1.05534
 1880.0000, 1.1281963740, 1.13870, 1.05520
 1888.0000, 1.1306188720, 1.13902, 1.05512
 1896.0000, 1.1330906325, 1.13934, 1.05510
 1904.0000, 1.1356145267, 1.13967, 1.05513
 1912.0000, 1.1381932447, 1.14001, 1.05523
 1920.0000, 1.1408292889, 1.14036, 1.05538
 1928.0000, 1.1435249680, 1.14071, 1.05559
 1936.0000, 1.1462823924, 1.14107, 1.05586
 1944.0000, 1.1491034690, 1.14145, 1.05619
 1952.0000, 1.1519898975, 1.14182, 1.05659
 1960.0000, 1.1549431669, 1.14221, 1.05704
 1968.0000, 1.1579645526, 1.14261, 1.05756
 1976.0000, 1.1610551149, 1.14302, 1.05815
 1984.0000, 1.1642156972, 1.14343, 1.05879
 1992.0000, 1.1674469253, 1.14386, 1.05950
 2000.0000, 1.1707492077, 1.14429, 1.06028
 2008.0000, 1.1741227362, 1.14474, 1.06112
 2016.0000, 1.1775674870, 1.14519, 1.06202
 2024.0000, 1.1810832232, 1.14566, 1.06299
 2032.0000, 1.1846694976, 1.14613, 1.06403
 2040.0000, 1.1883256558, 1.14661, 1.06513
 2048.0000, 1.1920508409, 1.14710, 1.06630
 2056.0000, 1.1958439978, 1.14760, 1.06753
 2064.0000, 1.1997038791, 1.14811, 1.06883
 2072.0000, 1.2036290513, 1.14863, 1.07019
 2080.0000, 1.2076179013, 1.14916, 1.07162
 2088.0000, 1.2116686442, 1.14970, 1.07312
 2096.0000, 1.2157793310, 1.15024, 1.07468
 2104.0000, 1.2199478574, 1.15079, 1.07631
 2112.0000, 1.2241719729, 1.15135, 1.07800
 2120.0000, 1.2284492906, 1.15192, 1.07976
 2128.0000, 1.2327772972, 1.15249, 1.08158
 2136.0000, 1.2371533639, 1.15308, 1.08346
 2144.0000, 1.2415747574, 1.15366, 1.08541
 2152.0000, 1.2460386516, 1.15426, 1.08743
 2160.0000, 1.2505421394, 1.15485, 1.08951
 2168.0000, 1.2550822451, 1.15546, 1.09165
 2176.0000, 1.2596559366, 1.15607, 1.09385
 2184.0000, 1.2642601392, 1.15668, 1.09611
 2192.0000, 1.2688917477, 1.15730, 1.09844
 2200.0000, 1.2735476404, 1.15792, 1.10082
 2208.0000, 1.2782246924, 1.15854, 1.10327
 2216.0000, 1.2829197893, 1.15917, 1.10577
 2224.0000, 1.2876298409, 1.15980, 1.10833
 2232.0000, 1.2923517948, 1.16043, 1.11095
 2240.0000, 1.2970826506, 1.16106, 1.11362
 2248.0000, 1.3018194733, 1.16169, 1.11635
 2256.0000, 1.3065594071, 1.16233, 1.11913
 2264.0000, 1.3112996892, 1.16296, 1.12197
 2272.0000, 1.3160376627, 1.16360, 1.12486
 2280.0000, 1.3207707904, 1.16423, 1.12780
 2288.0000, 1.3254966674, 1.16486, 1.13079
 2296.0000, 1.3302130340, 1.16550, 1.13383
 2304.0000, 1.3349177879, 1.16613, 1.13691
 2312.0000, 1.3396089965, 1.16676, 1.14005
 2320.0000, 1.3442849083, 1.16739, 1.14322
 2328.0000, 1.3489439644, 1.16801, 1.14644
 2336.0000, 1.3535848088, 1.16864, 1.14971
 2344.0000, 1.3582062990, 1.16926, 1.15301
 2352.0000, 1.3628075153, 1.16988, 1.15635
 2360.0000, 1.3673877702, 1.17049, 1.15973
 2368.0000, 1.3719466166, 1.17111, 1.16315
 2376.0000, 1.3764838558, 1.17172, 1.16660
 2384.0000, 1.3809995444, 1.17233, 1.17009
 2392.0000, 1.3854940007, 1.17294, 1.17360
 2400.0000, 1.3899678104, 1.17354, 1.17715
 2408.0000, 1.3944218311, 1.17414, 1.18072
 2416.0000, 1.3988571968, 1.17474, 1.18432
 2424.0000, 1.4032753206, 1.17534, 1.18794
 2432.0000, 1.4076778971, 1.17594, 1.19159
 2440.0000, 1.4120669038, 1.17653, 1.19525
 2448.0000, 1.4164446014, 1.17712, 1.19894
 2456.0000, 1.4208135335, 1.17772, 1.20264
 2464.0000, 1.4251765248, 1.17831, 1.20635
 2472.0000, 1.4295366787, 1.17890, 1.21008
 2480.0000, 1.4338973741, 1.17949, 1.21382
 2488.0000, 1.4382622604, 1.18008, 1.21757
 2496.0000, 1.4426352522, 1.18068, 1.22132
 2504.0000, 1.4470205226, 1.18128, 1.22508
 2512.0000, 1.4514224956, 1.18187, 1.22884
 2520.0000, 1.4558458372, 1.18248, 1.23260
 2528.0000, 1.4602954456, 1.18308, 1.23636
 2536.0000, 1.4647764404, 1.18369, 1.24012
 2544.0000, 1.4692941506, 1.18431, 1.24386
 2552.0000, 1.4738541013, 1.18493, 1.24760
 2560.0000, 1.4784620000, 1.18556, 1.25133
 2568.0000, 1.4831237210, 1.18620, 1.25504
 2576.0000, 1.4878452893, 1.18684, 1.25874
 2584.0000, 1.4926328636, 1.18749, 1.26242
 2592.0000, 1.4974927176, 1.18816, 1.26608
 2600.0000, 1.5024312211, 1.18883, 1.26971
 2608.0000, 1.5074548196, 1.18952, 1.27332
 2616.0000, 1.5125700130, 1.19022, 1.27691
 2624.0000, 1.5177833338, 1.19094, 1.28046
 2632.0000, 1.5231013240, 1.19167, 1.28398
 2640.0000, 1.5285305114, 1.19241, 1.28746
 2648.0000, 1.5340773848, 1.19317, 1.29090
 2656.0000, 1.5397483692, 1.19395, 1.29431
 2664.0000, 1.5455497991, 1.19475, 1.29767
 2672.0000, 1.5514878926, 1.19557, 1.30099
 2680.0000, 1.5575687237, 1.19641, 1.30426
 2688.0000, 1.5637981944, 1.19726, 1.30748
 2696.0000, 1.5701820072, 1.19814, 1.31064
 2704.0000, 1.5767256358, 1.19905, 1.31375
 2712.0000, 1.5834342963, 1.19997, 1.31680
 2720.0000, 1.5903129185, 1.20092, 1.31979
 2728.0000, 1.5973661158, 1.20190, 1.32272
 2736.0000, 1.6045981561, 1.20290, 1.32558
 2744.0000, 1.6120129325, 1.20393, 1.32838
 2752.0000, 1.6196139332, 1.20498, 1.33110
 2760.0000, 1.6274042127, 1.20606, 1.33375
 2768.0000, 1.6353863625, 1.20717, 1.33632
 2776.0000, 1.6435624821, 1.20831, 1.33882
 2784.0000, 1.6519341505, 1.20947, 1.34123
 2792.0000, 1.6605023987, 1.21067, 1.34356
 2800.0000, 1.6692676813, 1.21189, 1.34580
 2808.0000, 1.6782298502, 1.21314, 1.34796
 2816.0000, 1.6873881284, 1.21442, 1.35002
 2824.0000, 1.6967410842, 1.21573, 1.35199
 2832.0000, 1.7062866068, 1.21707, 1.35386
 2840.0000, 1.7160218825, 1.21843, 1.35564
 2848.0000, 1.7259433723, 1.21982, 1.35731
 2856.0000, 1.7360467894, 1.22124, 1.35888
 2864.0000, 1.7463270795, 1.22269, 1.36034
 2872.0000, 1.7567784007, 1.22416, 1.36170
 2880.0000, 1.7673941057, 1.22566, 1.36294
 2888.0000, 1.7781667243, 1.22718, 1.36407
 2896.0000, 1.7890879483, 1.22872, 1.36509
 2904.0000, 1.8001486166, 1.23029, 1.36598
 2912.0000, 1.8113387023, 1.23188, 1.36676
 2920.0000, 1.8226473013, 1.23348, 1.36741
 2928.0000, 1.8340626218, 1.23510, 1.36794
 2936.0000, 1.8455719753, 1.23674, 1.36834
 2944.0000, 1.8571617697, 1.23839, 1.36861
 2952.0000, 1.8688175027, 1.24005, 1.36875
 2960.0000, 1.8805237575, 1.24173, 1.36876
 2968.0000, 1.8922641992, 1.24341, 1.36863
 2976.0000, 1.9040215735, 1.24509, 1.36836
 2984.0000, 1.9157777054, 1.24678, 1.36796
 2992.0000, 1.9275135005, 1.24846, 1.36741
 3000.0000, 1.9392089467, 1.25015, 1.36671
 3008.0000, 1.9508431172, 1.25182, 1.36587
 3016.0000, 1.9623941754, 1.25349, 1.36489
 3024.0000, 1.9738393796, 1.25514, 1.36375
 3032.0000, 1.9851550900, 1.25678, 1.36246
 3040.0000, 1.9963167757, 1.25839, 1.36102
 3048.0000, 2.0072990234, 1.25998, 1.35942
 3056.0000, 2.0180755460, 1.26155, 1.35766
 3064.0000, 2.0286191925, 1.26308, 1.35575
 3072.0000, 2.0389019587, 1.26458, 1.35367
 3080.0000, 2.0488949980, 1.26603, 1.35144
 3088.0000, 2.0585686326, 1.26744, 1.34904
 3096.0000, 2.0678923654, 1.26880, 1.34647
 3104.0000, 2.0768348921, 1.27011, 1.34374
 3112.0000, 2.0853641132, 1.27136, 1.34084
 3120.0000, 2.0934471462, 1.27254, 1.33777
 3128.0000, 2.1010503379, 1.27366, 1.33453
 3136.0000, 2.1081392759, 1.27470, 1.33112
 3144.0000, 2.1146788011, 1.27566, 1.32753
 3152.0000, 2.1206330179, 1.27653, 1.32377
 3160.0000, 2.1259653062, 1.27732, 1.31983
 3168.0000, 2.1306383306, 1.27800, 1.31572
 3176.0000, 2.1346140506, 1.27859, 1.31143
 3184.0000, 2.1378537289, 1.27907, 1.30696
 3192.0000, 2.1403179394, 1.27943, 1.30231
 3200.0000, 2.1419665735, 1.27967, 1.29748
 3208.0000, 2.1427588463, 1.27979, 1.29246
 3216.0000, 2.1426533003, 1.27977, 1.28727
 3224.0000, 2.1416078086, 1.27962, 1.28189
 3232.0000, 2.1395795761, 1.27932, 1.27633
 3240.0000, 2.1365251397, 1.27887, 1.27059
 3248.0000, 2.1324003659, 1.27826, 1.26466
 3256.0000, 2.1271604473, 1.27749, 1.25854
 3264.0000, 2.1207598967, 1.27655, 1.25224
 3272.0000, 2.1131525393, 1.27543, 1.24575
 3280.0000, 2.1042915028, 1.27413, 1.23908
 3288.0000, 2.0941292047, 1.27264, 1.23221
 3296.0000, 2.0826173375, 1.27096, 1.22517
 3304.0000, 2.0697068510, 1.26907, 1.21793
 3312.0000, 2.0553479320, 1.26697, 1.21051
 3320.0000, 2.0394899813, 1.26466, 1.20290
 3328.0000, 2.0220815864, 1.26213, 1.19510
 3336.0000, 2.0030704925, 1.25937, 1.18712
 3344.0000, 1.9824035692, 1.25638, 1.17894
 3352.0000, 1.9600267728, 1.25315, 1.17058
 3360.0000, 1.9358851063, 1.24967, 1.16204
 3368.0000, 1.9099225737, 1.24594, 1.15331
 3376.0000, 1.8820821309, 1.24195, 1.14439
 3384.0000, 1.8523056312, 1.23770, 1.13529
 3392.0000, 1.8205337664, 1.23318, 1.12600
 3400.0000, 1.7867060022, 1.22839, 1.11653
 3408.0000, 1.7507605077, 1.22331, 1.10687
 3416.0000, 1.7126340795, 1.21796, 1.09703
 3424.0000, 1.6722620587, 1.21231, 1.08701
 3432.0000, 1.6295782407, 1.20637, 1.07680
 3440.0000, 1.5845147786, 1.20012, 1.06642
 3448.0000, 1.5370020770, 1.19358, 1.05585
 3456.0000, 1.4869686782, 1.18672, 1.04511
 3464.0000, 1.4343411383, 1.17955, 1.03419
 3472.0000, 1.3790438936, 1.17207, 1.02309
 3480.0000, 1.3209991151, 1.16426, 1.01182
 3488.0000, 1.2601265520, 1.15613, 1.00037
 3496.0000, 1.1963433613, 1.14767, 0.98875
 3504.0000, 1.1295639231, 1.13888, 0.97696
 3512.0000, 1.0596996409, 1.12976, 0.96499
 3520.0000, 0.9866587237, 1.12030, 0.95286
 3528.0000, 0.9103459504, 1.11050, 0.94056
 3536.0000, 0.8306624129, 1.10036, 0.92810
 3544.0000, 0.7475052364, 1.08987, 0.91547
 3552.0000, 0.6607672748, 1.07904, 0.90268
 3560.0000, 0.5703367783, 1.06787, 0.88972
 3568.0000, 0.4760970302, 1.05634, 0.87661
 3576.0000, 0.3779259491, 1.04447, 0.86334
 3584.0000, 0.2756956538, 1.03225, 0.84992
 3592.0000, 0.1692719852, 1.01968, 0.83634
 3600.0000, 0.0585139811, 1.00676, 0.82261
 3608.0000, -0.0567267029, 0.99349, 0.80873
 3616.0000, -0.1766064308, 0.97987, 0.79470
 3624.0000, -0.3012902920, 0.96591, 0.78053
 3632.0000, -0.4309528823, 0.95160, 0.76622
 3640.0000, -0.5657791709, 0.93694, 0.75176
 3648.0000, -0.7059654646, 0.92194, 0.73717
 3656.0000, -0.8517204822, 0.90660, 0.72244
 3664.0000, -1.0032665566, 0.89092, 0.70758
 3672.0000, -1.1608409794, 0.87490, 0.69258
 3680.0000, -1.3246975132, 0.85855, 0.67746
 3688.0000, -1.4951080940, 0.84187, 0.66221
 3696.0000, -1.6723647547, 0.82486, 0.64684
